      00076.14834,     00071.9946,0000077.5835,     033.2037938,     04.24261
 0022.3862,    69.55745893, 046.94058564,   35.18698,     86.4686229
65.73364937,  053.83724395,   00081.1383,0000003.7874,    49.6996671
      00035.687,    0030.5369, 026.49585,  0000079.9582,    0000038.4802
      0000002.8388,  0012.46489,     52.798191,   49.60273631,   87.37677157
   53.754138,   014.315404,  00033.18851,    00000099.694,   052.8318
    087.116663,     0029.463,  0001.1319,   6.577701086,  81.2754411
 086.23731591,0000096.08,77.18298765,   00052.23438,    00000099.64
  000029.19183,078.9819762, 0033.9353,  088.8517,003.093991
  0000002.4618,      0022.185,     0017.7068651,  0000046.6177,  044.6899
    00000.266048,    030.9480495,  000033.962,     000002.18943,      036.516729
    54.280277,   0001.80662,   00095.18376,    27.40807914,00041.176
04.94719,  067.185253, 0066.893521,     24.924844,  30.464025
      02.90195075,    019.16736188, 41.12693856, 11.397422,  18.5060207
  00021.66705,   69.675159, 00000010.465, 63.04803642,    0081.44215
 0078.3441901,0076.761621,    00000061.239,  0000017.2,  00031.527301
     8.54650447,      000049.7414,     14.225655,     0000091.631, 000041.01128
    00000030.585,      00052.75062,     6.71025867, 00058.803,      31.00156
     0000008.3473,   67.221689,      058.69374, 61.78478411,     0029.4536321
      093.3319,   003.50674849,    0000033.9714,    86.344001,     0077.54144
     00000019.611, 000060.297,      69.963173,   00036.791441,    0051.67101
     00070.799801,  33.611642,      00000026.884,011.6586095, 0000002.7015
   83.988516,     2.335184218,   050.7464, 65.33687,    61.3378942
 00007.51995,      18.19945, 00067.6636,     000092.56, 96.1608796
  4.9977658, 0082.581273,     30.809185,  87.45913577,     057.29141
      93.72619429,    99.8351122,     16.06856,36.79757698,     00033.914676
  022.567325, 0000092.166,      000042.886, 0000004.1609,  35.120647
0046.8424,     0000054.8679,     0039.9221,    0059.3469,     65.3453206
   042.9441042,000023.2932,     00046.489,      055.7855429, 77.95201
   52.33641413,  000092.667,    52.42472961,    61.08969477, 00054.671
    060.00014,     0000067.479,  063.142001,   42.54930212,     0051.128
   98.273861,066.2527, 011.8176699,000071.65057, 0004.07249
  0036.1054669,   83.91711,      0071.381901,0015.514,0000096.9248
     0000035.438,    26.427683,      00000017.082,      11.721728,     016.967058
     6.210042161,   0083.8888535,   0042.2109275,  0059.4885,85.9344398
   47.76359887,   00073.132,      72.29723086,      0036.6671181,  00075.242
     059.9890276,00067.365669,  004.73775,      0050.084209,    00000095.188
0000027.7798,    59.3016623, 00093.34823,     0098.0652,  3.451823786
      52.04002683,  00048.8399,0057.4109406, 00032.345,    14.6133465
